idcode,year,birth_yr,age,race,msp,nev_mar,grade,collgrad,not_smsa,c_city,south,ind_code,occ_code,union,wks_ue,ttl_exp,tenure,hours,wks_work,ln_wage,time
1439,71,48,22,"white",1,0,12,0,0,1,0,6,3,,0,2.01282,.25,40,17,1.301507,4
1439,72,48,23,"white",0,0,12,0,0,1,0,11,8,0,0,2.705128,1.083333,40,36,1.602993,5
1439,73,48,24,"white",0,0,12,0,0,1,0,11,8,,1,2.74359,1.166667,44,2,1.611576,6
1439,77,48,28,"white",0,0,12,0,0,0,0,9,8,0,4,3.608974,.8333333,30,45,1.375744,8
1439,78,48,29,"white",0,0,12,0,0,0,0,9,8,0,0,4.551282,1.833333,35,49,1.345676,9
1439,80,48,31,"white",0,0,12,0,0,0,0,9,8,0,0,6.032051,3.75,30,77,1.278493,10
1439,82,48,33,"white",1,0,12,0,0,1,1,8,3,0,,7.532051,.0833333,48,78,1.446919,11
1439,83,48,34,"white",1,0,12,0,0,1,1,5,3,0,0,8.378205,1,40,44,1.496685,12
1440,75,47,27,"white",0,0,12,0,0,0,0,6,8,,9,3.070513,.8333333,30,26,.6640102,7
1441,87,49,38,"white",0,0,13,0,0,1,1,11,3,0,,14.55769,1.166667,40,102,1.647178,14
1441,88,49,39,"white",0,0,13,0,0,1,1,11,3,0,0,15.92308,2.5,42,71,1.729187,15
1442,80,44,36,"white",1,0,18,1,1,0,1,11,1,0,0,10.58333,10.58333,40,37,2.244339,10
1442,83,44,39,"white",1,0,18,1,1,0,1,11,1,0,0,13.6859,13.66667,40,53,2.405637,12
1443,75,53,22,"white",0,1,14,0,0,1,0,11,1,,0,3.794872,1,50,52,1.557433,7
1443,77,53,24,"white",0,1,14,0,0,0,0,6,4,0,0,4.75641,.1666667,40,50,1.237874,8
1443,78,53,25,"white",0,1,14,0,0,1,0,6,2,,0,5.852564,1,65,57,1.266531,9
1443,80,53,27,"white",0,1,14,0,0,0,0,7,2,0,,7.737179,1.666667,41,98,1.358783,10
1443,82,53,29,"white",1,0,14,0,0,0,0,6,2,0,,9.621795,1.75,44,98,1.435084,11
1443,83,53,30,"white",1,0,14,0,0,0,0,6,4,,0,10.62179,1.916667,44,52,1.436166,12
1443,85,53,32,"white",1,0,14,0,0,0,0,6,4,0,0,12.44872,1,8,95,1.394902,13
1444,68,49,18,"white",0,0,10,0,0,0,0,6,8,,0,.2307692,0,20,12,.7714266,1
1444,71,49,21,"white",1,0,10,0,0,0,0,6,8,,0,.5961539,.0833333,35,19,1.347073,4
1444,73,49,23,"white",1,0,10,0,0,0,0,6,8,,0,.6538461,0,12,3,1.316365,6
1444,77,49,27,"white",1,0,10,0,0,0,0,10,8,0,6,.9615385,.3333333,20,16,1.215895,8
1444,78,49,28,"white",0,0,10,0,0,0,0,6,6,,0,1.173077,.1666667,24,11,1.098112,9
1445,87,51,35,"white",0,0,16,1,0,0,0,11,2,0,,15.04487,15,45,104,2.688916,14
1446,68,46,21,"white",1,0,12,0,0,0,0,4,3,,0,1,0,43,52,1.446769,1
1447,70,46,23,"white",0,0,9,0,0,0,0,6,8,,0,2.596154,.5833333,40,59,.7290791,3
1447,71,46,24,"white",0,0,9,0,0,1,0,6,8,,6,3.480769,.4166667,40,46,1.251763,4
1447,72,46,25,"white",0,0,9,0,0,1,0,6,8,0,7,4.307693,.9166667,48,43,1.262201,5
1447,73,46,26,"white",0,0,9,0,0,1,0,6,8,1,0,5.307693,1.916667,48,52,1.079615,6
1447,77,46,30,"white",1,0,9,0,0,0,0,6,8,0,4,6.307693,.4166667,48,0,.8330477,8
1448,71,51,19,"white",1,0,12,0,0,1,0,6,6,0,2,1.019231,.8333333,35,40,1.360348,4
1448,72,51,20,"white",1,0,12,0,0,1,0,6,4,0,0,2,1.833333,20,51,1.349212,5
1448,73,51,21,"white",1,0,12,0,0,0,0,6,6,,8,2.076923,1.916667,38,4,1.321042,6
1448,75,51,23,"white",1,0,12,0,0,0,0,4,8,,0,2.096154,0,16,1,1.237198,7
1448,77,51,25,"white",1,0,12,0,0,0,0,4,8,0,0,2.096154,.5,15,0,1.622861,8
1448,80,51,28,"white",1,0,12,0,0,0,0,6,6,0,0,2.346154,.4166667,25,13,1.578954,10
1448,82,51,30,"white",1,0,12,0,0,0,0,6,6,0,0,3.769231,2.5,15,74,1.673351,11
1448,85,51,33,"white",1,0,12,0,0,0,0,6,3,1,0,4.192307,.4166667,20,22,1.22525,13
1448,87,51,35,"white",1,0,12,0,0,0,0,6,3,0,0,6.076923,1.333333,20,98,1.267936,14
1448,88,51,37,"white",1,0,12,0,0,0,0,6,2,1,0,7.538462,2.833333,40,76,1.298404,15
1449,68,45,22,"white",1,0,12,0,0,1,0,4,3,,0,1,0,40,52,1.627093,1
1449,69,45,23,"white",1,0,12,0,0,0,0,4,1,,0,1.615385,.4166667,40,32,1.744876,2
1449,70,45,24,"white",1,0,12,0,0,0,0,4,1,,0,2.384615,1.25,40,40,1.815856,3
1449,71,45,25,"white",1,0,12,0,0,0,0,4,3,0,1,2.384615,.9166667,40,,1.985522,4
1449,72,45,26,"white",1,0,12,0,0,0,0,4,1,0,0,3.365385,1.916667,40,51,1.993986,5
1449,73,45,27,"white",1,0,12,0,0,0,0,4,1,0,0,4.403846,2.916667,40,54,2.030903,6
1449,75,45,29,"white",1,0,12,0,1,0,1,6,3,,0,4.980769,4.833333,40,30,2.001297,7
1450,68,45,22,"white",0,1,12,0,0,0,0,4,3,,0,2,2,40,52,1.627093,1
1450,69,45,23,"white",0,1,12,0,0,0,0,11,3,,0,3,.6666667,40,52,1.627093,2
1450,70,45,24,"white",1,0,12,0,0,1,0,11,3,,0,3.673077,1.416667,40,35,1.584745,3
1450,72,45,26,"white",1,0,12,0,0,1,0,11,3,0,0,5.538461,1.25,35,51,1.812247,5
1450,73,45,27,"white",1,0,12,0,0,1,0,11,3,0,0,6.576923,2.25,35,54,1.752001,6
1450,75,45,29,"white",1,0,12,0,0,1,0,11,3,,0,7.192307,4.166667,35,32,1.715136,7
1450,77,45,31,"white",1,0,12,0,0,1,0,11,3,0,0,7.692307,.6666667,31,26,1.981879,8
1451,72,49,22,"white",0,1,16,1,1,0,1,11,13,0,0,3.711539,.5,40,48,2.145217,5
1451,85,49,35,"white",0,0,16,1,1,0,1,11,13,1,,13.41667,13.41667,40,85,2.202784,13
1451,87,49,37,"white",0,0,16,1,1,0,1,11,13,1,0,15.41667,15.41667,40,78,2.266836,14
1452,80,51,28,"white",0,0,15,0,0,0,0,6,8,0,,5.211538,0,35,78,1.886089,10
1452,82,51,30,"white",0,0,15,0,0,0,0,4,1,1,0,6.788462,.4166667,40,82,1.981001,11
1453,69,49,19,"white",0,1,12,0,0,0,0,10,11,,1,.2884615,.0833333,70,5,.9339457,2
1453,70,49,20,"white",0,1,12,0,0,0,0,6,8,0,0,.7692308,.5,20,25,.7409375,3
1453,71,49,21,"white",0,1,12,0,0,0,0,6,8,,26,1.269231,.8333333,40,26,1.316302,4
1453,72,49,22,"white",0,1,12,0,0,0,0,,11,,0,1.269231,.9166667,40,0,1.611663,5
1453,73,49,23,"white",0,1,12,0,0,0,0,6,8,,8,1.423077,.1666667,30,8,1.231429,6
1453,75,49,25,"white",0,1,12,0,0,0,0,4,6,,15,1.615385,.6666667,40,10,1.440539,7
1453,77,49,27,"white",0,1,12,0,0,0,0,1,10,0,0,2.666667,2.666667,20,26,1.098112,8
1453,80,49,30,"white",1,0,12,0,0,0,0,1,10,,0,3.301282,1.75,30,21,1.122196,10
1453,82,49,32,"white",1,0,12,0,0,0,0,6,8,1,,4.801282,3.833333,30,78,1.098612,11
1453,83,49,33,"white",1,0,12,0,0,0,0,6,8,,26,5.320513,4.166667,32,27,.9162908,12
1453,85,49,35,"white",1,0,12,0,0,0,0,6,4,0,,7.320513,.25,30,104,1.114024,13
1453,87,49,37,"white",0,0,12,0,0,0,0,6,4,0,,8.782051,1.416667,40,76,1.142773,14
1453,88,49,39,"white",0,0,12,0,0,0,0,6,2,,0,10.08974,2.75,40,68,3.656079,15
1455,69,44,24,"white",1,0,12,0,0,1,0,9,3,,0,.3269231,.25,40,16,1.493561,2
1456,77,45,31,"white",1,0,12,0,1,0,0,11,8,0,0,.6730769,.4166667,40,26,1.352755,8
1456,78,45,32,"white",1,0,12,0,0,0,0,11,8,,1,.9807693,.6666667,40,16,1.407433,9
1457,68,43,24,"white",0,0,11,0,0,1,0,8,3,,0,.6666667,.6666667,40,30,1.482067,1
1457,69,43,25,"white",0,0,11,0,0,1,0,8,2,,0,1.666667,1.583333,48,52,1.479384,2
1457,70,43,26,"white",0,0,11,0,0,1,0,8,2,0,0,2.839744,2.75,40,61,1.742386,3
1457,71,43,27,"white",0,0,11,0,0,0,0,8,3,0,0,3.74359,3.666667,40,47,1.858522,4
1457,72,43,28,"white",1,0,11,0,0,0,0,6,3,0,0,4.705128,.1666667,40,50,1.899259,5
1457,73,43,29,"white",1,0,11,0,0,0,0,6,3,,0,5.24359,.75,40,28,1.869988,6
1458,68,45,22,"white",0,0,12,0,0,0,0,4,6,,1,1.5,1.5,40,51,1.726938,1
1458,69,45,23,"white",1,0,12,0,0,0,0,9,8,,0,2.192308,0,40,36,1.03136,2
1458,71,45,25,"white",1,0,12,0,0,0,0,9,8,,0,3.519231,.4166667,16,12,.517794,4
1459,69,46,22,"black",0,0,12,0,0,1,0,6,3,,1,1.064103,.1666667,43,12,1.416326,2
1459,70,46,23,"black",1,0,12,0,0,1,0,6,3,,9,1.314103,.25,40,13,1.422226,3
1459,71,46,24,"black",1,0,12,0,0,1,0,6,3,,4,1.525641,.1666667,40,11,1.347073,4
1459,73,46,26,"black",1,0,12,0,0,1,0,11,8,,0,2.121795,.25,45,31,.5507049,6
1462,85,46,38,"black",0,0,16,1,0,1,0,11,1,0,,12.26923,.6666667,40,100,2.113791,13
1462,87,46,40,"black",0,0,16,1,0,0,0,11,1,0,0,14.11538,2.75,40,96,2.239606,14
1462,88,46,42,"black",0,0,16,1,0,0,0,11,1,0,0,15.55769,4.333333,50,75,2.160041,15
1463,70,48,21,"black",0,0,12,0,0,1,0,4,6,,1,2.423077,.75,40,48,1.94591,3
1463,71,48,22,"black",1,0,12,0,0,1,0,11,3,,1,2.923077,.3333333,40,26,1.461484,4
1463,72,48,23,"black",1,0,12,0,0,1,0,8,3,,4,3.519231,.9166667,40,31,1.756243,5
1463,73,48,24,"black",1,0,12,0,0,1,0,11,3,0,2,4.519231,1,40,52,1.910139,6
1463,75,48,26,"black",0,0,12,0,0,1,0,4,3,,2,5.480769,.4166667,40,50,1.702904,7
1465,72,53,18,"white",0,0,12,0,0,0,0,9,7,,20,4.416667,.5833333,10,14,.1075852,5
1465,73,53,19,"white",1,0,12,0,0,0,0,6,4,,3,4.801282,.0833333,25,20,1.097898,6
1465,75,53,21,"white",1,0,12,0,0,0,0,12,3,,0,5.801282,.9166667,40,52,1.571567,7
1465,77,53,23,"white",0,0,12,0,0,0,0,7,3,0,0,6.801282,.1666667,40,52,1.242213,8
1465,78,53,24,"white",1,0,12,0,0,0,0,7,3,,2,7.782052,.8333333,40,51,1.241982,9
1465,80,53,26,"white",1,0,12,0,0,0,0,5,3,0,0,9.051282,.3333333,40,66,1.792528,10
1465,82,53,28,"white",1,0,12,0,0,0,0,5,3,0,,10.9359,2.416667,40,98,1.463255,11
1465,83,53,29,"white",1,0,12,0,0,0,0,4,3,0,0,11.70513,.4166667,40,40,1.751578,12
1465,87,53,33,"white",1,0,12,0,0,0,0,12,3,1,9,13.53205,.25,40,95,1.796486,14
1465,88,53,35,"white",0,0,12,0,0,0,0,12,3,,0,15.01282,1.25,40,77,1.846335,15
1467,72,51,20,"white",1,0,10,0,0,1,0,11,8,0,0,.4679487,.4166667,40,20,1.376611,5
1467,73,51,21,"white",1,0,10,0,0,1,0,11,8,,0,1.410256,1,40,49,1.526894,6
1467,75,51,23,"white",1,0,10,0,0,1,0,11,8,,12,1.75641,1.25,40,18,1.622861,7
1467,77,51,25,"white",1,0,10,0,0,1,0,11,8,0,16,2.448718,.8333333,41,36,1.469676,8
1467,78,51,26,"white",1,0,10,0,0,1,0,11,8,0,0,3.544872,1.916667,41,57,1.572449,9
1467,80,51,28,"white",1,0,10,0,0,1,0,11,8,1,,5.429487,3.833333,40,98,1.545053,10
1467,82,51,30,"white",1,0,10,0,0,1,0,11,8,1,,7.314103,5.916667,40,98,1.607435,11
1467,83,51,31,"white",0,0,10,0,0,1,0,11,8,0,0,8.23718,6.833333,40,48,1.625636,12
1467,85,51,33,"white",1,0,10,0,0,1,0,11,8,0,,10.23718,8.833333,41,104,1.690307,13
1468,70,50,20,"white",1,0,12,0,0,1,0,6,4,0,0,2.442308,.9166667,40,47,1.376927,3
1468,71,50,21,"white",1,0,12,0,0,1,0,6,4,0,0,3.365385,1.833333,40,48,1.388519,4
1468,72,50,22,"white",0,0,12,0,0,1,0,6,4,0,0,4.346154,2.833333,40,51,1.677717,5
1468,73,50,23,"white",1,0,12,0,0,1,0,6,4,0,0,5.326923,3.833333,40,51,1.65669,6
1468,75,50,25,"white",1,0,12,0,0,1,0,6,4,,0,5.833333,5.833333,40,12,1.335179,7
1469,68,49,18,"white",0,1,12,0,0,1,0,6,4,,0,.25,0,8,13,.9922141,1
1469,69,49,19,"white",0,1,12,0,0,1,0,9,3,,0,1.211538,1,40,50,1.584745,2
1469,70,49,20,"white",0,1,12,0,0,1,0,9,3,,1,2.211538,1.166667,40,52,1.584745,3
1469,71,49,21,"white",1,0,12,0,0,1,0,6,3,0,0,3.173077,1.166667,40,50,1.812333,4
1469,72,49,22,"white",1,0,12,0,0,1,0,4,3,0,0,4.153846,1.083333,40,51,1.773027,5
1469,73,49,23,"white",1,0,12,0,0,1,0,4,3,0,0,5.173077,2.166667,40,53,1.752001,6
1469,77,49,27,"white",1,0,12,0,0,1,0,4,3,0,0,5.846154,.6666667,16,35,1.48677,8
1469,78,49,28,"white",1,0,12,0,0,1,0,4,3,0,0,6.653846,1.666667,8,42,1.572449,9
1469,80,49,30,"white",1,0,12,0,0,1,0,4,3,0,,8.538462,3.666667,8,98,1.590789,10
1469,82,49,32,"white",1,0,12,0,0,1,0,4,3,0,,10.42308,5.583333,8,98,1.609438,11
1469,83,49,33,"white",1,0,12,0,0,1,0,4,3,0,0,11.42308,6.583333,6,52,1.636914,12
1469,85,49,35,"white",1,0,12,0,0,1,0,4,3,0,,13.42308,8.583333,16,104,1.746547,13
1469,87,49,37,"white",1,0,12,0,0,1,0,4,3,0,,15.42308,10.58333,7,104,1.83592,14
1469,88,49,39,"white",1,0,12,0,0,1,0,8,3,,0,16.84615,.6666667,15,74,1.430455,15
1470,88,52,36,"white",0,1,18,1,0,1,0,7,2,0,0,11.44231,1.5,50,73,2.085862,15
1471,77,52,24,"white",0,1,17,1,0,0,0,11,1,0,0,3.871795,1.416667,40,52,2.124154,8
1471,78,52,25,"white",1,0,17,1,0,0,0,11,1,0,0,4.891026,2.416667,40,53,2.174625,9
1471,80,52,27,"white",1,0,17,1,0,0,0,11,1,0,,6.775641,4.416667,40,98,2.272101,10
1471,82,52,29,"white",1,0,17,1,0,0,0,11,1,0,,8.660256,6.333333,40,98,2.282382,11
1471,83,52,30,"white",1,0,17,1,0,0,0,11,1,0,0,9.660256,7.333333,40,52,2.38462,12
1471,85,52,32,"white",1,0,17,1,0,0,0,11,1,0,,11.66026,9.333333,40,104,2.368467,13
1471,87,52,34,"white",1,0,17,1,0,0,0,11,1,0,,13.66026,11.33333,25,104,2.35392,14
1471,88,52,35,"white",1,0,17,1,0,0,0,11,1,0,0,15.0641,12.75,25,73,2.461555,15
1472,68,44,23,"white",1,0,9,0,0,0,0,6,8,,0,.4166667,.4166667,23,17,1.196309,1
1472,69,44,24,"white",1,0,9,0,0,0,0,6,8,,0,1.333333,1.333333,20,14,1.297063,2
1472,70,44,25,"white",1,0,9,0,0,0,0,6,8,,0,1.666667,1.666667,26,14,.8507757,3
1472,71,44,26,"white",1,0,9,0,0,0,0,7,3,,0,1.724359,.0833333,30,3,1.692167,4
1472,72,44,27,"white",0,0,9,0,0,0,0,6,8,,0,1.76282,.75,48,2,1.454573,5
1472,75,44,30,"white",0,0,9,0,0,0,0,6,8,,0,2.916667,2.916667,48,0,.337919,7
1473,68,44,23,"black",0,1,11,0,0,0,0,4,6,,1,.9615384,.5,40,50,1.325987,1
1473,69,44,24,"black",0,1,11,0,1,0,1,11,8,,0,1.884615,.6666667,35,48,1.153962,2
1473,70,44,25,"black",0,1,11,0,1,0,1,11,8,0,0,2.884615,1.666667,40,52,1.18277,3
1473,71,44,26,"black",0,1,11,0,1,0,1,11,8,,0,3.865385,2.583333,33,51,1.172296,4
1473,72,44,27,"black",0,1,11,0,1,0,1,11,8,0,0,4.865385,.75,40,52,1.262201,5
1473,73,44,28,"black",0,1,11,0,1,0,1,11,8,,0,5.826923,,40,50,1.201954,6
1473,75,44,30,"black",0,1,11,0,1,0,1,11,8,,0,6.826923,1.916667,40,52,1.217396,7
1475,75,51,23,"black",0,1,18,1,0,1,1,11,1,,0,3.801282,.4166667,40,20,1.989816,7
1475,77,51,25,"black",1,0,18,1,0,0,1,11,2,0,0,4.801282,2.333333,40,52,2.13662,8
1475,78,51,26,"black",1,0,18,1,0,0,0,11,1,,0,5.935897,2.916667,40,59,2.157504,9
1475,80,51,28,"black",1,0,18,1,0,1,1,11,1,0,3,7.397436,.9166667,16,76,2.196711,10
1475,82,51,30,"black",1,0,18,1,1,0,1,11,1,0,,9.282051,1.333333,40,98,1.906575,11
1475,85,51,33,"black",1,0,18,1,0,0,1,11,1,0,4,10.47436,.3333333,40,62,1.722831,13
1475,87,51,35,"black",1,0,18,1,0,0,1,11,13,0,,12.47436,2.333333,40,104,2.032583,14
1475,88,51,36,"black",1,0,18,1,0,0,1,11,13,0,,13.82051,0,40,70,2.047121,15
1476,83,48,34,"black",1,0,15,0,0,0,0,11,8,0,0,12.88462,10.58333,40,55,2.245257,12
1476,85,48,36,"black",1,0,15,0,0,0,0,11,8,0,,14.88462,12.5,32,104,2.190832,13
1477,68,46,21,"white",0,1,8,0,0,1,0,8,6,,12,.5,.0833333,40,26,1.270418,1
1477,72,46,25,"white",1,0,8,0,0,1,0,4,6,,0,1.5,.1666667,40,2,1.321042,5
1477,73,46,26,"white",1,0,8,0,0,1,0,4,6,,0,1.519231,0,40,1,1.262201,6
1478,68,49,18,"white",1,0,8,0,0,1,0,6,8,,0,.2307692,.0833333,40,12,.9339457,1
1478,69,49,19,"white",1,0,8,0,0,1,0,11,8,,0,.3076923,.0833333,40,4,1.029255,2
1478,72,49,22,"white",1,0,8,0,0,1,0,4,6,1,2,.4038461,.0833333,40,5,1.218851,5
1478,73,49,23,"white",1,0,8,0,0,1,0,4,6,,0,.8846154,.5833333,40,25,1.19968,6
1478,77,49,27,"white",1,0,8,0,0,1,0,4,6,0,14,1.653846,1.083333,40,37,1.301314,8
1478,78,49,28,"white",1,0,8,0,0,1,0,4,5,0,2,2,.3333333,40,18,1.308635,9
1478,80,49,30,"white",1,0,8,0,0,1,0,4,5,,0,2.019231,.5833333,40,1,1.327326,10
1478,82,49,32,"white",1,0,8,0,0,0,0,4,6,0,17,3.576923,.25,40,81,1.294727,11
1478,87,49,37,"white",1,0,8,0,0,1,0,4,6,0,0,4.942307,1.083333,38,5,1.181994,14
1478,88,49,38,"white",1,0,8,0,0,1,0,4,6,,8,5.653846,1.166667,40,37,1.207312,15
1479,68,45,22,"white",1,0,16,1,0,1,0,11,1,,0,1.583333,1.583333,38,52,1.981264,1
1479,69,45,23,"white",1,0,16,1,0,1,0,11,1,,8,2.429487,.3333333,2,44,2.277893,2
1479,70,45,24,"white",1,0,16,1,0,1,0,11,1,0,0,2.429487,1.416667,2,,2.168054,3
1479,71,45,25,"white",1,0,16,1,0,1,0,11,1,,0,2.717949,1.666667,2,15,2.099061,4
1479,72,45,26,"white",1,0,16,1,0,1,0,11,13,0,0,3.102564,.3333333,7,20,1.952313,5
1479,73,45,27,"white",1,0,16,1,0,1,0,11,1,0,0,4.160256,1.416667,3,55,1.683257,6
1479,75,45,29,"white",1,0,16,1,0,1,0,6,4,,0,4.910256,.25,10,39,1.622861,7
1479,78,45,32,"white",1,0,16,1,0,1,0,11,1,0,0,6.314102,3.333333,7,37,1.790361,9
1479,80,45,34,"white",1,0,16,1,0,1,0,11,13,0,0,7.50641,5.25,17,62,2.110982,10
1479,82,45,36,"white",1,0,16,1,0,1,0,11,13,0,,9.391026,7.25,32,98,1.437462,11
1479,83,45,37,"white",1,0,16,1,0,1,0,11,13,0,0,10.37179,8.25,32,51,1.536732,12
1479,85,45,39,"white",1,0,16,1,0,1,0,11,13,0,,12.37179,10.25,25,104,1.795337,13
1479,87,45,41,"white",1,0,16,1,0,1,0,11,13,0,0,13.75641,12.25,29,72,1.950438,14
1479,88,45,43,"white",1,0,16,1,0,1,0,11,13,0,0,14.85256,13.66667,35,57,1.892277,15
1480,71,47,23,"white",0,1,16,1,0,0,0,5,1,0,0,2.519231,1.833333,40,53,2.402138,4
1480,72,47,24,"white",0,1,16,1,0,1,0,5,3,0,0,3.5,2.833333,40,51,2.419654,5
1480,75,47,27,"white",0,1,16,1,0,1,0,5,2,,0,5.75,5.75,40,52,2.588576,7
1480,77,47,29,"white",0,1,16,1,0,1,0,5,3,0,0,7.833333,7.833333,40,52,2.729311,8
1480,78,47,30,"white",0,1,16,1,0,1,0,5,2,0,0,8.916667,8.916667,40,56,2.859804,9
1480,80,47,32,"white",0,1,16,1,0,0,0,5,,0,,10.80128,.5833333,40,98,2.937486,10
1480,82,47,34,"white",0,1,16,1,0,0,0,5,1,0,,12.6859,2.666667,40,98,3.074081,11
1480,83,47,35,"white",0,1,16,1,0,0,0,5,2,0,0,13.70513,3.666667,40,53,3.098784,12
1480,85,47,37,"white",0,1,16,1,0,1,0,5,2,0,,15.70513,5.75,40,104,3.252359,13
1480,88,47,41,"white",0,1,16,1,0,1,0,5,2,0,0,19.05128,9,45,70,3.027431,15
1481,77,53,23,"white",1,0,16,1,0,1,0,6,4,0,3,2.480769,.25,16,44,1.452284,8
1481,78,53,24,"white",1,0,16,1,0,1,0,6,4,0,0,3.423077,1.25,28,49,1.655831,9
1482,69,50,18,"white",0,1,12,0,0,0,0,6,3,,3,.5961539,,40,18,1.517537,2
1482,71,50,20,"white",1,0,12,0,0,1,0,,8,,5,2.115385,.0833333,20,41,1.146403,4
1482,73,50,22,"white",0,0,12,0,0,1,1,6,3,0,4,3.596154,.75,40,38,1.882906,6
1482,75,50,24,"white",1,0,12,0,0,1,1,6,3,,0,4.596154,2.666667,46,52,1.994424,7
1482,77,50,26,"white",1,0,12,0,0,1,0,7,3,0,0,5.557692,1.333333,38,50,1.64912,8
1482,78,50,27,"white",1,0,12,0,0,1,0,7,3,0,0,6.538461,2.333333,22,51,1.586838,9
1482,80,50,29,"white",1,0,12,0,0,1,0,7,3,,0,6.557692,2.416667,40,1,1.586838,10
1482,87,50,36,"white",1,0,12,0,0,1,0,7,3,0,,8.557692,2.583333,14,104,1.525765,14
1482,88,50,38,"white",1,0,12,0,0,1,0,7,3,0,0,9.942307,4,23,72,1.630155,15
1483,68,47,20,"white",0,1,12,0,0,0,0,4,3,,0,1,0,40,52,1.722402,1
1483,69,47,21,"white",0,1,12,0,0,0,0,4,3,,0,2,.9166667,40,52,1.724507,2
1483,70,47,22,"white",0,1,12,0,0,0,0,4,3,0,0,3.038462,2,40,54,1.742386,3
1483,71,47,23,"white",1,0,12,0,0,0,0,4,3,,1,3.307692,2.25,40,14,1.857899,4
1484,78,52,25,"white",0,1,17,1,0,0,0,11,13,1,0,3.730769,1.5,40,54,1.913054,9
1484,82,52,29,"white",0,1,17,1,0,0,0,4,5,0,0,7.461538,.6666667,40,96,2.124653,11
1484,83,52,30,"white",1,0,17,1,0,0,0,4,13,0,0,8.461538,1.666667,50,52,1.917092,12
1484,85,52,32,"white",1,0,17,1,0,0,0,4,1,0,,10.46154,3.666667,40,104,2.308837,13
1484,87,52,34,"white",1,0,17,1,0,0,0,4,1,0,,12.46154,5.666667,40,104,2.570209,14
1484,88,52,36,"white",1,0,17,1,0,0,0,4,2,0,0,13.90385,7.083333,40,75,2.788464,15
1485,72,53,18,"white",0,1,12,0,0,0,0,6,8,,15,3.788461,.9166667,40,37,1.231429,5
1485,73,53,19,"white",1,0,12,0,0,0,0,11,3,,21,4.442307,.6666667,45,34,1.374123,6
1485,75,53,21,"white",1,0,12,0,0,0,0,11,3,,0,4.730769,.6666667,40,15,1.335179,7
1485,78,53,24,"white",0,0,12,0,0,0,0,7,3,,0,5.115385,.5,35,20,1.661801,9
1485,82,53,28,"white",1,0,12,0,0,0,0,6,8,0,3,7,.3333333,20,45,1.098612,11
1485,83,53,29,"white",1,0,12,0,0,0,0,6,8,0,0,7.961538,1.333333,20,50,.6579521,12
1485,85,53,31,"white",1,0,12,0,0,0,0,6,8,1,0,9.846154,3.333333,23,98,1.830428,13
1485,87,53,33,"white",1,0,12,0,0,0,0,10,8,1,0,10.25,.1666667,20,21,.8362474,14
1486,68,47,20,"white",0,1,12,0,0,0,0,6,3,,1,.9807692,.9166667,44,51,1.270418,1
1486,70,47,22,"white",0,1,12,0,0,0,0,9,7,,0,1.096154,.0833333,40,6,.198451,3
1486,72,47,24,"white",0,1,12,0,0,0,0,11,3,0,2,1.711538,.6666667,50,32,.9845695,5
1486,73,47,25,"white",0,1,12,0,0,0,0,11,3,,0,2.442308,1.416667,45,38,1.090729,6
1486,75,47,27,"white",0,1,12,0,0,0,0,6,8,,0,3.230769,1.666667,40,41,.5242487,7
1486,77,47,29,"white",0,1,12,0,0,0,0,6,8,0,9,3.480769,0,20,13,.6507263,8
1486,78,47,30,"white",0,1,12,0,0,0,0,6,3,0,29,3.807692,,40,17,1.308635,9
1486,80,47,32,"white",0,1,12,0,0,0,0,6,3,0,,5.307693,1.666667,30,78,1.504847,10
1486,82,47,34,"white",0,1,12,0,0,0,0,6,3,0,,7.192308,0,30,98,1.435084,11
1486,83,47,35,"white",0,1,12,0,0,0,0,6,3,0,0,8.173077,1,30,51,1.563238,12
1486,85,47,37,"white",0,1,12,0,0,0,0,6,3,0,,10.17308,3,30,104,1.634217,13
1486,87,47,39,"white",0,1,12,0,0,0,0,6,3,0,,12.17308,5,30,104,1.612777,14
1486,88,47,40,"white",0,1,12,0,0,0,0,6,3,0,0,13.53846,6.416667,32,71,1.564986,15
1487,75,50,24,"white",1,0,16,1,0,0,0,11,13,,0,.5,.3333333,40,17,1.779864,7
1487,77,50,26,"white",1,0,16,1,0,0,0,11,13,1,0,2.416667,2.416667,40,52,1.891105,8
1487,78,50,27,"white",1,0,16,1,0,0,0,11,13,1,0,3.416667,3.416667,40,51,1.831463,9
1488,70,50,20,"white",0,1,12,0,0,0,0,5,3,0,2,.6666667,.6666667,40,3,1.721767,3
1488,71,50,21,"white",1,0,12,0,0,0,0,5,3,0,0,1.666667,1.666667,40,52,1.756243,4
1488,72,50,22,"white",1,0,12,0,0,0,0,5,3,0,0,2.685897,2.666667,40,53,1.808744,5
1488,73,50,23,"white",1,0,12,0,0,0,0,5,3,0,0,3.666667,3.666667,40,51,1.86745,6
1488,75,50,25,"white",1,0,12,0,0,0,0,5,3,,0,5.583333,5.583333,40,0,1.582039,7
1489,71,52,18,"white",0,1,12,0,0,0,0,6,3,,3,.25,,40,13,1.270736,4
1489,72,52,19,"white",0,1,12,0,0,0,0,6,3,0,0,1.25,1,48,52,1.231429,5
1489,73,52,20,"white",0,1,12,0,0,0,0,6,2,0,0,2.25,2,46,52,1.394327,6
1489,75,52,22,"white",1,0,12,0,0,0,0,6,3,,0,4,4,40,52,1.440539,7
